"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"CH","2012-09-03","77.8","null","null","Geovany Soto",434567,136600,"home_run","hit_into_play_score",,,,,"5","Geovany Soto homers (9) on a fly ball to left center field.   Nelson Cruz scores.    David Murphy scores.","R","R","L","KC","TEX","X","null","fly_ball",1,1,2012,"0.92349166666666666667","1.19043333333333333333","0.1060","2.6000","null","443558.00","461815.00",2,2,"Top","59.24","51.20",,,"null",,"null",,,,,,,"3.3900","1.5300","null","null","null","null","null","null",319755,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",11,"3"
"SL","2012-09-03","82.8","null","null","Carlos Gomez",460576,445060,"home_run","hit_into_play_score",,,,,"5","Carlos Gomez homers (16) on a line drive to left field.   Jonathan Lucroy scores.","R","R","R","MIA","MIL","X","null","line_drive",1,0,2012,"0.47398333333333333333","0.19570000000000000000","-0.2360","2.6680","null","null","518960.00",1,2,"Top","40.16","76.31",,,"null",,"null",,,,,,,"3.4300","1.5700","null","null","null","null","null","null",319749,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",11,"2"
"FF","2012-09-03","96.8","null","null","Adam LaRoche",425560,502188,"home_run","hit_into_play_score",,,,,"3","Adam LaRoche homers (25) on a fly ball to right field.","R","L","R","WSH","CHC","X","null","fly_ball",0,1,2012,"-0.92325000000000000000","1.4097333333333333","0.3320","3.1000","null","null","null",0,2,"Bot","231.93","72.29",,,"null",,"null",,,,,,,"3.7300","1.6600","null","null","null","null","null","null",319745,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",12,"2"
"SI","2012-09-03","91.9","null","null","Chase Headley",452104,430599,"home_run","hit_into_play_score",,,,,"9","Chase Headley homers (24) on a line drive to right field.    Will Venable scores.","R","L","R","LAD","SD","X","null","line_drive",1,2,2012,"-1.08885833333333333333","1.10300000000000000000","0.5050","1.6360","null","461416.00","null",1,1,"Top","222.89","60.24",,,"null",,"null",,,,,,,"3.3000","1.5700","null","null","null","null","null","null",319754,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",3,"5"
"FF","2012-09-02","95.7","null","null","Chipper Jones",116706,449097,"home_run","hit_into_play_score",,,,,"5","Chipper Jones homers (14) on a fly ball to right center field.    Michael Bourn scores.    Martin Prado scores.","R","L","R","ATL","PHI","X","null","fly_ball",1,1,2012,"-1.3978083333333333","1.3509666666666667","0.1400","2.4200","456422.00","445988.00","null",2,9,"Bot","185.74","32.13",,,"null",,"null",,,,,,,"3.6300","1.7500","null","null","null","null","null","null",319734,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",82,"3"
"FF","2012-09-02","94.1","null","null","Edwin Encarnacion",429665,459987,"home_run","hit_into_play_score",,,,,"1","Edwin Encarnacion homers (37) on a fly ball to left field.   Colby Rasmus scores.","R","R","L","TOR","TB","X","null","fly_ball",0,1,2012,"0.70082500000000000000","1.7924333333333333","-0.5730","3.6090","null","null","458675.00",2,9,"Bot","41.16","59.24",,,"null",,"null",,,,,,,"3.4900","1.6100","null","null","null","null","null","null",319739,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",87,"2"
"SL","2012-09-02","84.7","null","null","Chris Nelson",455126,542960,"home_run","hit_into_play_score",,,,,"8","Chris Nelson homers (7) on a fly ball to center field.   Carlos Gonzalez scores.    Jordan Pacheco scores.","R","R","R","COL","SD","X","null","fly_ball",1,1,2012,"0.39883333333333333333","0.15556666666666666667","-0.0460","2.1030","471865.00","457574.00","null",1,7,"Bot","90.36","19.08",,,"null",,"null",,,,,,,"3.4800","1.6400","null","null","null","null","null","null",319736,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",71,"3"
"SI","2012-09-02","89.7","null","null","Garrett Jones",434540,434180,"home_run","hit_into_play_score",,,,,"4","Garrett Jones homers (23) on a fly ball to left field.","R","L","R","MIL","PIT","X","null","fly_ball",2,1,2012,"-1.3115250000000000","0.35623333333333333333","-0.5830","2.5500","null","null","null",1,6,"Top","43.17","57.23",,,"null",,"null",,,,,,,"3.7400","1.6700","null","null","null","null","null","null",319735,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",59,"4"
"SI","2012-09-02","89.2","null","null","Daniel Descalso",518614,430634,"home_run","hit_into_play_score",,,,,"6","Daniel Descalso homers (4) on a line drive to right field.    Pete Kozma scores.","R","L","L","WSH","STL","X","null","line_drive",3,1,2012,"1.3312500000000000","1.4642000000000000","0.3670","2.4250","null","null","518902.00",2,7,"Top","225.90","70.28",,,"null",,"null",,,,,,,"3.1400","1.4700","null","null","null","null","null","null",319738,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",54,"5"
"CU","2012-09-02","77.1","null","null","Jay Bruce",457803,458584,"home_run","hit_into_play_score",,,,,"2","Jay Bruce homers (29) on a fly ball to right field.    Drew Stubbs scores.    Brandon Phillips scores.","R","L","L","HOU","CIN","X","null","fly_ball",0,0,2012,"-0.60038333333333333333","-0.25723333333333333333","-0.0200","3.2240","453211.00","null","408252.00",1,8,"Top","208.84","80.32",,,"null",,"null",,,,,,,"3.7400","1.7600","null","null","null","null","null","null",319731,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",57,"1"
"null","2012-09-02","null","null","null","Tyler Greene",460022,461766,"home_run","hit_into_play_score",,,,,"null","Tyler Greene homers (9) on a fly ball to left field.","R","R","R","HOU","CIN","X","null","fly_ball",3,2,2012,"null","null","null","null","null","null","null",2,7,"Bot","49.20","88.35",,,"null",,"null",,,,,,,"null","null","null","null","null","null","null","null",319731,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",52,"6"
"SL","2012-09-02","76.8","null","null","Delmon Young",430321,519242,"home_run","hit_into_play_score",,,,,"13","Delmon Young homers (17) on a line drive to left field.   Omar Infante scores.    Miguel Cabrera scores.","R","R","L","DET","CWS","X","null","line_drive",1,2,2012,"-0.96917500000000000000","-0.01643333333333333333","-0.3500","0.9550","null","408299.00","408234.00",1,6,"Bot","46.18","61.24",,,"null",,"null",,,,,,,"3.5300","1.6500","null","null","null","null","null","null",319730,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",47,"5"
"FF","2012-09-02","92.5","null","null","Gaby Sanchez",459991,451596,"home_run","hit_into_play_score",,,,,"5","Gaby Sanchez homers (5) on a fly ball to left center field.   Garrett Jones scores.","R","R","R","MIL","PIT","X","null","fly_ball",0,1,2012,"-0.03397500000000000000","1.8469000000000000","0.2510","2.4870","null","null","434540.00",0,5,"Top","80.32","28.11",,,"null",,"null",,,,,,,"3.0600","1.3800","null","null","null","null","null","null",319735,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",47,"2"
"FF","2012-09-02","94.1","null","null","Alfonso Soriano",150093,430912,"home_run","hit_into_play_score",,,,,"1","Alfonso Soriano homers (25) on a fly ball to left center field.   David DeJesus scores.    Anthony Rizzo scores.","R","R","R","CHC","SF","X","null","fly_ball",1,0,2012,"-0.96778333333333333333","1.4240666666666667","-0.3810","3.3550","430203.00","null","519203.00",2,5,"Bot","73.29","44.18",,,"null",,"null",,,,,,,"3.4100","1.6000","null","null","null","null","null","null",319737,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",44,"2"
"KC","2012-09-02","74.1","null","null","Mark Reynolds",448602,461833,"home_run","hit_into_play_score",,,,,"5","Mark Reynolds homers (16) on a fly ball to left field.   Adam Jones scores.    Matt Wieters scores.","R","R","R","NYY","BAL","X","null","fly_ball",0,1,2012,"1.1739916666666667","-0.87356666666666666667","0.1940","2.2370","430945.00","null","446308.00",0,6,"Top","40.16","50.20",,,"null",,"null",,,,,,,"3.5200","1.6200","null","null","null","null","null","null",319728,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",45,"2"
"SL","2012-09-02","80.8","null","null","Yovani Gallardo",451596,460092,"home_run","hit_into_play_score",,,,,"4","Yovani Gallardo homers (1) on a line drive to left field.","R","R","R","MIL","PIT","X","null","line_drive",1,2,2012,"0.29028333333333333333","-0.18556666666666666667","-0.7380","2.4290","null","null","null",0,4,"Bot","22.09","73.29",,,"null",,"null",,,,,,,"3.4600","1.5900","null","null","null","null","null","null",319735,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",39,"5"
"FF","2012-09-02","92.3","null","null","David Murphy",461815,502083,"home_run","hit_into_play_score",,,,,"14","David Murphy homers (13) on a fly ball to right field.","R","L","R","CLE","TEX","X","null","fly_ball",0,0,2012,"-0.89541666666666666667","1.3796333333333333","1.1310","2.0400","null","null","null",1,5,"Top","223.90","61.24",,,"null",,"null",,,,,,,"3.7500","1.7700","null","null","null","null","null","null",319740,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",42,"1"
"FF","2012-09-02","91.3","null","null","Adrian Beltre",134181,502083,"home_run","hit_into_play_score",,,,,"4","Adrian Beltre homers (27) on a fly ball to left field.","R","R","R","CLE","TEX","X","null","fly_ball",1,2,2012,"-1.03597500000000000000","1.13310000000000000000","-0.7440","2.3690","null","null","null",0,5,"Top","27.11","68.27",,,"null",,"null",,,,,,,"3.5700","1.6500","null","null","null","null","null","null",319740,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",40,"4"
"CU","2012-09-02","77.9","null","null","Josh Hamilton",285078,502083,"home_run","hit_into_play_score",,,,,"4","Josh Hamilton homers (37) on a line drive to right field.","R","L","R","CLE","TEX","X","null","line_drive",0,0,2012,"0.51573333333333333333","0.09966666666666666667","-0.2810","2.6790","null","null","null",0,5,"Top","218.88","57.23",,,"null",,"null",,,,,,,"3.6600","1.7500","null","null","null","null","null","null",319740,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",39,"1"
"FT","2012-09-02","92.8","null","null","Carlos Gomez",460576,457428,"home_run","hit_into_play_score",,,,,"5","Carlos Gomez homers (15) on a fly ball to left field.   Corey Hart scores.","R","R","R","MIL","PIT","X","null","fly_ball",1,1,2012,"-1.3115250000000000","0.99263333333333333333","-0.1040","2.7860","null","430611.00","null",2,3,"Bot","53.21","47.19",,,"null",,"null",,,,,,,"3.4200","1.5500","null","null","null","null","null","null",319735,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",33,"3"
"FT","2012-09-02","92.8","null","null","Brennan Boesch",453269,519242,"home_run","hit_into_play_score",,,,,"5","Brennan Boesch homers (12) on a fly ball to center field.","R","L","L","DET","CWS","X","null","fly_ball",0,1,2012,"1.3716083333333333","1.23630000000000000000","0.1800","2.5290","null","null","null",1,5,"Bot","108.43","23.09",,,"null",,"null",,,,,,,"3.3100","1.4900","null","null","null","null","null","null",319730,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",36,"2"
"CH","2012-09-02","80.9","null","null","Carlos Peguero",451713,450308,"home_run","hit_into_play_score",,,,,"7","Carlos Peguero homers (2) on a fly ball to right field.","R","L","R","SEA","LAA","X","null","fly_ball",2,1,2012,"-0.31091666666666666667","1.3868000000000000","-0.4890","2.2140","null","null","null",0,5,"Bot","217.87","75.30",,,"null",,"null",,,,,,,"3.6500","1.7100","null","null","null","null","null","null",319726,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",35,"4"
"SI","2012-09-02","89.2","null","null","Kurt Suzuki",435559,150414,"home_run","hit_into_play_score",,,,,"13","Kurt Suzuki homers (3) on a line drive to left field.","R","R","R","WSH","STL","X","null","line_drive",0,1,2012,"-1.16540000000000000000","0.93673333333333333333","-0.9100","2.1930","null","null","null",2,4,"Bot","32.13","79.32",,,"null",,"null",,,,,,,"3.3300","1.5100","null","null","null","null","null","null",319738,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",32,"2"
"FF","2012-09-02","91.1","null","null","Mark Reynolds",448602,461833,"home_run","hit_into_play_score",,,,,"2","Mark Reynolds homers (15) on a fly ball to left center field.","R","R","R","NYY","BAL","X","null","fly_ball",2,2,2012,"-0.90515833333333333333","1.12736666666666666667","-0.2680","3.0620","null","null","null",0,5,"Top","58.23","40.16",,,"null",,"null",,,,,,,"3.5200","1.6200","null","null","null","null","null","null",319728,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",31,"6"
"KC","2012-09-02","77.6","null","null","Carlos Santana",467793,502706,"home_run","hit_into_play_score",,,,,"5","Carlos Santana homers (14) on a line drive to left field.   Jason Kipnis scores.","R","R","L","CLE","TEX","X","null","line_drive",3,2,2012,"-0.20932500000000000000","-0.03363333333333333333","-0.0610","2.1570","null","543401.00","null",2,3,"Bot","35.14","48.19",,,"null",,"null",,,,,,,"3.3500","1.5700","null","null","null","null","null","null",319740,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",28,"6"
"FT","2012-09-02","85.9","null","null","Jesus Montero",524968,450308,"home_run","hit_into_play_score",,,,,"7","Jesus Montero homers (15) on a fly ball to left center field.","R","R","R","SEA","LAA","X","null","fly_ball",0,1,2012,"-0.77155833333333333333","1.5000333333333333","-0.3370","2.0310","null","null","null",1,4,"Bot","58.23","35.14",,,"null",,"null",,,,,,,"3.5200","1.6800","null","null","null","null","null","null",319726,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",28,"2"
"FF","2012-09-02","91.8","null","null","Ramon Hernandez",150421,543391,"home_run","hit_into_play_score",,,,,"5","Ramon Hernandez homers (5) on a fly ball to left field.   Chris Nelson scores.","R","R","R","COL","SD","X","null","fly_ball",3,1,2012,"-0.45147500000000000000","1.11590000000000000000","-0.1260","2.5980","null","null","455126.00",2,3,"Bot","53.21","30.12",,,"null",,"null",,,,,,,"3.3300","1.5100","null","null","null","null","null","null",319736,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",31,"5"
"CH","2012-09-02","84.2","null","null","Tyler Colvin",502125,543391,"home_run","hit_into_play_score",,,,,"2","Tyler Colvin homers (17) on a fly ball to right field.    Jordan Pacheco scores.","R","L","R","COL","SD","X","null","fly_ball",0,1,2012,"-0.82026666666666666667","0.13693333333333333333","-0.2590","2.9790","null","457574.00","null",2,3,"Bot","207.83","53.21",,,"null",,"null",,,,,,,"3.5200","1.6600","null","null","null","null","null","null",319736,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",29,"2"
"SL","2012-09-02","80.7","null","null","Miguel Montero",471083,425626,"home_run","hit_into_play_score",,,,,"2","Miguel Montero homers (15) on a fly ball to right field.    Paul Goldschmidt scores.","R","L","L","LAD","ARI","X","null","fly_ball",3,2,2012,"-0.69084166666666666667","0.42790000000000000000","-0.2130","2.9070","null","null","502671.00",2,4,"Top","219.88","72.29",,,"null",,"null",,,,,,,"3.3700","1.5000","null","null","null","null","null","null",319727,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",27,"7"
